Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,attackacrack.com,a1foundationcrackrepair.com,crackx.com,groundworks.com,attackacrack.com (pages),a1foundationcrackrepair.com (pages),crackx.com (pages),groundworks.com (pages),Results
type of the soil,Informational,3600,47,0.00,0.00,0,0,0,53,,,,https://www.groundworks.com/glossary/soil-types/,688000000
types of soil,Informational,3600,47,0.00,0.00,0,0,0,61,,,,https://www.groundworks.com/glossary/soil-types/,0
types of soil and,Informational,3600,49,0.00,0.00,0,0,0,49,,,,https://www.groundworks.com/glossary/soil-types/,395000000
underpins,Informational,3600,51,5.75,0.07,0,0,0,36,,,,https://www.groundworks.com/glossary/underpinning/,59400000
vapor barrier installation,Informational,3600,19,8.17,0.43,0,0,0,9,,,,https://www.groundworks.com/resources/how-to-install-vapor-barrier/,37000000
waterproofing basement walls,Informational,3600,19,6.98,0.69,0,0,70,50,,,https://crackx.com/waterproofing-basement-walls/,https://www.groundworks.com/resources/how-to-waterproof-foundation-walls-from-outside/,0
waterproofing basement walls from inside,Informational,3600,17,5.25,1.00,0,0,0,63,,,,https://www.groundworks.com/resources/interior-vs-exterior-waterproofing/,0
waterproofing basement walls from outside,Informational,3600,21,4.75,0.92,0,0,0,16,,,,https://www.groundworks.com/resources/how-to-waterproof-foundation-walls-from-outside/,6730000
wet basement repair,Commercial,3600,29,21.56,0.11,0,0,0,10,,,,https://www.groundworks.com/solutions/basement-waterproofing/,0
what does adu stand for,Informational,3600,50,0.54,0.02,0,0,0,73,,,,https://www.groundworks.com/resources/what-is-an-adu/,147
what is adu,Informational,3600,34,0.35,0.10,0,0,0,86,,,,https://www.groundworks.com/resources/what-is-an-adu/,0
what is lake effect snow,Informational,3600,44,0.08,0.04,0,0,0,20,,,,https://www.groundworks.com/resources/what-is-lake-effect-snow/,107000000
basement crawl space vents,"Commercial, Informational",2900,33,1.78,0.96,0,0,0,41,,,,https://www.groundworks.com/glossary/open-crawl-space-vents/,562000
basement drainage,Informational,2900,15,9.95,0.42,0,0,0,67,,,,https://www.groundworks.com/solutions/basement-waterproofing/interior-drainage/,202
basement flooding repair,Commercial,2900,25,46.70,0.40,0,0,0,30,,,,https://www.groundworks.com/resources/how-to-clean-up-a-flooded-basement/,5450000
basement leaking,Informational,2900,24,18.92,0.65,0,0,0,35,,,,https://www.groundworks.com/resources/how-to-stop-basement-wall-leaks-in-their-tracks/,38400000
basement repair,Commercial,2900,35,19.83,0.37,0,58,0,76,,https://www.a1foundationcrackrepair.com/massachusetts,,https://www.groundworks.com/service-areas/basement-repair-providence-ri/,76800000
basement wall crack repair,Informational,2900,14,10.06,0.80,0,0,54,53,,,https://crackx.com/maine/,https://www.groundworks.com/resources/repairing-concrete-foundation-wall-cracks-the-right-way/,6640000
basement waterproofing companies,Commercial,2900,54,18.62,0.24,0,0,0,19,,,,https://www.groundworks.com/solutions/basement-waterproofing/,3270000
basement waterproofing contractor,Commercial,2900,34,15.14,0.05,0,0,0,27,,,,https://www.groundworks.com/service-areas/basement-waterproofing-salem-va/,0
basement window well,"Commercial, Informational",2900,27,1.41,0.95,0,0,0,16,,,,https://www.groundworks.com/solutions/basement-waterproofing/egress-windows/,86600000
bomb house for insects,Commercial,2900,31,2.04,1.00,0,0,0,69,,,,https://www.groundworks.com/resources/fogger-in-crawl-space/,4020000
centipedegrass,"Informational, Transactional",2900,42,0.54,0.85,0,0,0,64,,,,https://www.groundworks.com/resources/centipede-grass-benefits/,0
concrete foundation underpinning,Informational,2900,11,4.65,0.18,0,0,0,11,,,,https://www.groundworks.com/glossary/underpinning/,0
concrete jacking,Transactional,2900,20,10.61,0.78,0,0,0,5,,,,https://www.groundworks.com/solutions/concrete-lifting/,0
concrete piers,"Commercial, Informational",2900,14,3.20,0.34,0,0,0,26,,,,https://www.groundworks.com/resources/5-things-to-know-about-foundation-piers/,9960000
concrete pitting,Informational,2900,8,4.95,0.07,0,0,38,4,,,https://crackx.com/essential-tips-for-repairing-pits-in-your-floor/,https://www.groundworks.com/solutions/concrete-lifting/concrete-pitting-flaking-and-staining/,0
concrete pressure washer,Informational,2900,37,1.62,0.91,0,0,0,31,,,,https://www.groundworks.com/resources/how-to-clean-concrete-with-pressure-washer/,47000000
concrete stair repair,Informational,2900,21,4.90,0.78,0,50,0,31,,https://www.a1foundationcrackrepair.com/damaged-stairs,,https://www.groundworks.com/resources/how-to-fix-sinking-concrete-steps/,0
concrete waterproofing,Commercial,2900,20,2.61,0.87,0,0,0,55,,,,https://www.groundworks.com/,0
cost of foundation repair,Informational,2900,21,7.49,0.29,0,0,0,25,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,0
crack in concrete slab foundation,Informational,2900,9,6.06,0.43,0,0,0,15,,,,https://www.groundworks.com/solutions/foundation-repair/cracked-foundation-slab/,128
crawl space encapsulation services,Commercial,2900,8,22.82,0.03,0,0,0,5,,,,https://www.groundworks.com/solutions/crawl-space-repair/crawl-space-encapsulation/,0
crawl space humidity,Informational,2900,16,4.80,0.50,0,0,0,11,,,,https://www.groundworks.com/solutions/crawl-space-repair/high-humidity/,3580000
crawl space liner,"Commercial, Informational",2900,14,3.58,1.00,0,0,0,24,,,,https://www.groundworks.com/solutions/crawl-space-repair/crawl-seal/,2080000
crawl space maintenance,Informational,2900,21,14.21,0.17,0,0,0,30,,,,https://www.groundworks.com/resources/how-to-maintain-your-crawl-space-encapsulation/,13300000
crawl space mold inspection,Commercial,2900,9,11.85,0.48,0,0,0,41,,,,https://www.groundworks.com/resources/removing-crawl-space-mold/,0
crawl space mold mitigation,Informational,2900,16,11.85,0.48,0,0,0,5,,,,https://www.groundworks.com/resources/removing-crawl-space-mold/,741000
crawl space mold treatment,Informational,2900,9,10.85,0.94,0,0,0,11,,,,https://www.groundworks.com/resources/removing-crawl-space-mold/,0
crawl space piers,Informational,2900,6,5.26,0.44,0,0,0,1,,,,https://www.groundworks.com/resources/pier-and-beam-vs-crawl-space-foundation/,0
crawl space sealing,Commercial,2900,22,10.18,0.69,0,0,0,35,,,,https://www.groundworks.com/solutions/crawl-space-repair/crawl-space-encapsulation/,10600000
crawl space smells musty,Informational,2900,2,5.65,0.90,0,0,0,63,,,,https://www.groundworks.com/solutions/crawl-space-repair/musty-smells-in-house/,0
crawl space vapor barrier installation,Informational,2900,8,8.08,0.13,0,0,0,3,,,,https://www.groundworks.com/resources/how-to-install-vapor-barrier/,1970000
crawl space vent winter,Informational,2900,8,1.25,0.50,0,0,0,76,,,,https://www.groundworks.com/resources/5-ways-the-cold-weather-affects-your-crawl-space/,198
crawlspace encapsulation near me,Transactional,2900,11,23.53,0.07,0,0,0,5,,,,https://www.groundworks.com/service-areas/crawl-space-repair-detroit-mi/,1430000
crawlspace repair,Navigational,2900,50,17.26,0.52,0,0,0,5,,,,https://www.groundworks.com/solutions/crawl-space-repair/,6470000
crawlspace to basement conversion,Informational,2900,3,4.62,0.55,0,0,0,6,,,,https://www.groundworks.com/resources/can-i-dig-out-my-crawl-space-into-a-full-basement/,141
crawlspace venting,Informational,2900,20,1.56,1.00,0,0,0,37,,,,https://www.groundworks.com/solutions/crawl-space-repair/open-vent/,4340000
driveway fix,Commercial,2900,44,8.17,0.56,0,0,0,18,,,,https://www.groundworks.com/solutions/concrete-lifting/driveway-repair/,79600000
efflorescence definition,Informational,2900,59,0.72,0.02,0,0,0,67,,,,https://www.groundworks.com/glossary/efflorescence/,1390000
egress window well,Commercial,2900,19,1.43,1.00,0,0,0,12,,,,https://www.groundworks.com/solutions/basement-waterproofing/egress-windows/,6860000
encapsulating a crawl space,Informational,2900,23,11.09,0.44,0,0,0,2,,,,https://www.groundworks.com/solutions/crawl-space-repair/crawl-space-encapsulation/,215000
encapsulating crawl space,Informational,2900,20,11.09,0.44,0,0,0,8,,,,https://www.groundworks.com/solutions/crawl-space-repair/crawl-space-encapsulation/,217000
exterior foundation waterproofing,Informational,2900,24,8.17,0.49,0,0,0,19,,,,https://www.groundworks.com/resources/interior-vs-exterior-waterproofing/,0
finishing basement tips,Informational,2900,19,0.88,0.49,0,0,67,0,,,https://crackx.com/finishing-your-basement/,,22500000
fix house foundation,Informational,2900,29,19.20,0.54,0,0,0,6,,,,https://www.groundworks.com/resources/easy-steps-to-repair-house-foundation/,0
floor plans for the white house,Informational,2900,37,0.00,0.00,0,0,0,78,,,,https://www.groundworks.com/resources/white-house-basement/,238000000
foundation companies,Commercial,2900,28,23.89,0.37,0,0,0,7,,,,https://www.groundworks.com/solutions/foundation-repair/,1360000000
foundation contractor,Commercial,2900,32,15.65,0.15,0,0,0,7,,,,https://www.groundworks.com/solutions/foundation-repair/,151000000
foundation crack,Informational,2900,5,6.62,0.41,0,21,0,71,,https://www.a1foundationcrackrepair.com/,,https://www.groundworks.com/resources/horizontal-cracks-in-drywall-and-foundation-walls-when-to-worry/,209000000
foundation crack repair cost,Informational,2900,19,8.57,0.44,0,0,0,46,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,0
foundation experts near me,Transactional,2900,26,27.05,0.57,0,0,0,66,,,,https://www.groundworks.com/service-areas/california/modesto-ca/,0
foundation for concrete,Informational,2900,16,3.36,0.27,0,0,0,62,,,,https://www.groundworks.com/glossary/concrete-footing/,394000000
foundation repair contractor,Commercial,2900,41,20.24,0.06,0,0,0,4,,,,https://www.groundworks.com/,29900000
foundation settlement repair,Informational,2900,13,9.79,0.09,0,0,0,9,,,,https://www.groundworks.com/glossary/differential-settlement/,36700000
foundation specialist near me,Transactional,2900,36,22.90,0.59,0,0,0,5,,,,https://www.groundworks.com/,384000000
foundation waterproofing services,Commercial,2900,50,15.46,0.02,0,0,0,22,,,,https://www.groundworks.com/solutions/basement-waterproofing/,10800000
french drain basement,Informational,2900,12,5.99,0.42,0,0,0,23,,,,https://www.groundworks.com/glossary/french-drain/,7460000
home inspection in upper marlboro maryland,Commercial,2900,14,0.00,0.00,0,0,0,39,,,,https://www.groundworks.com/service-areas/foundation-repair-upper-marlboro-md/,300000
how to winterise a sprinkler system,Informational,2900,13,0.35,0.34,0,0,0,68,,,,https://www.groundworks.com/resources/how-to-winterize-sprinkler-system/,65400
layers of soil,Informational,2900,35,0.00,0.00,0,0,0,5,,,,https://www.groundworks.com/glossary/soil-layers/,0
leaking basement wall,Informational,2900,7,13.17,0.72,0,0,0,58,,,,https://www.groundworks.com/resources/9-practical-tips-to-stop-water-leakage-in-your-basement-after-rain/,11000000
musty odor in home,Informational,2900,16,1.51,0.99,0,0,0,74,,,,https://www.groundworks.com/resources/damp-smell-persisting-unearth-the-perfect-home-humidity-to-keep-your-home-odor-and-allergen-free/,3910000
musty smell,Informational,2900,38,1.18,0.14,0,0,0,46,,,,https://www.groundworks.com/resources/smell-in-basement/,15000000
notebook house,Informational,2900,8,0.00,0.00,0,0,0,21,,,,https://www.groundworks.com/resources/the-notebook-movie-house-floor-plan-and-renovations/,207
pier foundation,Informational,2900,19,5.75,0.15,0,0,0,6,,,,https://www.groundworks.com/resources/5-things-to-know-about-foundation-piers/,97600000
push pier foundation repair,Informational,2900,4,7.96,0.54,0,0,0,20,,,,https://www.groundworks.com/solutions/foundation-repair/push-piers/,1170000
self leveler,"Commercial, Informational",2900,21,0.44,1.00,0,0,0,31,,,,https://www.groundworks.com/resources/is-self-leveling-concrete-good/,201
self leveling,"Commercial, Informational",2900,36,0.44,1.00,0,0,0,25,,,,https://www.groundworks.com/resources/is-self-leveling-concrete-good/,0
small ants in house,Informational,2900,25,0.78,0.50,0,0,0,38,,,,https://www.groundworks.com/resources/ants-in-the-house/,49100000
soil types of soil,Informational,2900,50,0.00,0.00,0,0,0,56,,,,https://www.groundworks.com/glossary/soil-types/,517000000
sump pumps for basements,"Commercial, Informational",2900,36,3.47,1.00,0,0,0,78,,,,https://www.groundworks.com/resources/sump-pump-systems-what-are-your-options/,3830000
tiny ants in house,Informational,2900,25,0.87,0.37,0,0,0,49,,,,https://www.groundworks.com/resources/ants-in-the-house/,21600000
types of mold,Informational,2900,51,0.39,0.04,0,0,0,44,,,,https://www.groundworks.com/resources/identify-prevent-household-mold-types/,176000000
types of soiling,Informational,2900,51,0.00,0.00,0,0,0,37,,,,https://www.groundworks.com/glossary/soil-types/,1980000
us waterproofing,Navigational,2900,44,6.38,0.63,0,0,0,35,,,,https://www.groundworks.com/,282000000
villa rica ga weather,Informational,2900,31,0.51,0.00,0,0,0,39,,,,https://www.groundworks.com/service-areas/concrete-lifting-villa-rica-ga/,0
wall cracks,Informational,2900,27,5.06,0.15,0,0,0,44,,,,https://www.groundworks.com/resources/vertical-wall-cracks/,94100000
water table definition,Informational,2900,45,0.00,0.00,0,0,0,51,,,,https://www.groundworks.com/glossary/high-water-table/,552000000
waterproofing companies,Commercial,2900,68,14.66,0.32,0,0,0,42,,,,https://www.groundworks.com/,37700000
what is a cove,Informational,2900,46,3.13,0.01,0,0,0,20,,,,https://www.groundworks.com/glossary/cove-joint/,0
what is a water table,Informational,2900,25,0.19,0.00,0,0,0,27,,,,https://www.groundworks.com/glossary/high-water-table/,1800000000
what is high humidity,Informational,2900,65,0.26,0.01,0,0,0,82,,,,https://www.groundworks.com/resources/how-humidity-affects-indoor-temperature/,231000000
world big dam,Informational,2900,68,0.00,0.00,0,0,0,34,,,,https://www.groundworks.com/resources/biggest-dam-projects-in-us/,0
acidic soil,Informational,2400,35,0.41,0.67,0,0,0,24,,,,https://www.groundworks.com/resources/acidic-soil-risks/,49900000
basement crawl space waterproofing,Informational,2400,24,14.17,0.49,0,0,0,18,,,,https://www.groundworks.com/solutions/crawl-space-repair/crawl-space-encapsulation/,0
basement drainage system,Informational,2400,14,6.74,0.46,0,0,0,42,,,,https://www.groundworks.com/resources/how-an-interior-basement-drainage-system-safeguards-your-home/,18000000
basement leak,Informational,2400,13,18.92,0.65,0,0,0,23,,,,https://www.groundworks.com/resources/preventing-repairing-basement-leaks/,30500000
basement repair near me,Transactional,2400,16,20.17,0.53,0,0,0,16,,,,https://www.groundworks.com/service-areas/missouri/kansas-city-mo/,0
basement wall vapor barrier,Informational,2400,8,2.32,0.64,0,0,0,25,,,,https://www.groundworks.com/resources/how-to-check-basement-vapor-barrier/,3040000
basement waterproofing services,Commercial,2400,23,15.46,0.02,0,0,0,43,,,,https://www.groundworks.com/service-areas/basement-waterproofing-omaha-ne/,6390000
best foundation repair near me,Commercial,2400,7,19.64,0.87,0,0,0,28,,,,https://www.groundworks.com/service-areas/foundation-repair-indianapolis-in/,0
block foundation,Informational,2400,5,1.40,0.74,0,0,0,91,,,,https://www.groundworks.com/resources/waterproofing-concrete-block-walls-what-homeowners-need-to-know/,1070000000
bulkhead door,"Commercial, Informational",2400,25,1.14,0.84,0,0,25,24,,,https://crackx.com/bulkhead-door-installation-natick/,https://www.groundworks.com/resources/northeast-new-england-bilco-bulkhead-doors/,9100000
carbon fiber straps for basement walls,Commercial,2400,11,3.52,0.95,0,0,0,75,,,,https://www.groundworks.com/solutions/foundation-repair/basement-wall-reinforcement/,0
cement repair,Informational,2400,50,5.56,1.00,0,0,0,83,,,,https://www.groundworks.com/,98800000
commercial foundation repair near me,Transactional,2400,14,0.00,0.86,0,0,0,17,,,,https://www.groundworks.com/,75500000
concrete floor crack repair,Informational,2400,40,3.16,0.95,0,0,0,27,,,,https://www.groundworks.com/resources/how-to-repair-cracks-in-concrete/,14600000
concrete footers,Informational,2400,25,3.21,0.23,0,0,0,11,,,,https://www.groundworks.com/glossary/concrete-footing/,0
concrete jacking near me,Transactional,2400,33,14.38,0.93,0,0,0,8,,,,https://www.groundworks.com/solutions/concrete-lifting/,0
concrete leveler,Informational,2400,27,10.86,0.77,0,0,0,21,,,,https://www.groundworks.com/resources/is-self-leveling-concrete-good/,194
concrete leveling mudjacking,Informational,2400,15,8.80,0.40,0,0,0,37,,,,https://www.groundworks.com/resources/concrete-leveling-ultimate-guide/,170000
concrete pool deck crack repair,Informational,2400,11,5.98,0.22,0,0,0,16,,,,https://www.groundworks.com/solutions/concrete-lifting/pool-deck-cracks/,2130000
concrete raising near me,Transactional,2400,9,14.69,0.25,0,0,0,4,,,,https://www.groundworks.com/service-areas/concrete-lifting-memphis-tn/,0
concrete slab crack repair,Informational,2400,37,3.16,0.95,0,0,0,37,,,,https://www.groundworks.com/resources/how-to-repair-cracks-in-concrete/,5370000
concrete waterproofing services,Commercial,2400,5,0.00,0.33,0,88,0,0,,https://www.a1foundationcrackrepair.com/new-hampshire,,,150
cost to finish a basement,"Commercial, Informational",2400,28,3.29,0.44,0,0,45,0,,,https://crackx.com/cost-of-finishing-a-basement-the-truth/,,33700000
cracked chimney,Informational,2400,2,4.79,0.30,0,0,0,49,,,,https://www.groundworks.com/solutions/foundation-repair/chimney-brick-cracks/,11500000
cracked sidewalks,Navigational,2400,2,3.83,0.01,0,0,0,50,,,,https://www.groundworks.com/solutions/concrete-lifting/sidewalk-cracks/,0
crawl space cover,Commercial,2400,23,1.85,0.99,0,0,0,28,,,,https://www.groundworks.com/solutions/crawl-space-repair/vent-covers/,39200000
crawl space foundation repair,Informational,2400,17,19.76,0.30,0,0,0,43,,,,https://www.groundworks.com/service-areas/crawl-space-repair-tampa-fl/,4820000
crawl space inspection,Commercial,2400,21,18.08,0.23,0,0,0,16,,,,https://www.groundworks.com/resources/crawl-space-moisture-inspections/,6450000
crawl space jacks,Informational,2400,4,2.43,1.00,0,0,0,14,,,,https://www.groundworks.com/solutions/crawl-space-repair/crawl-space-supports/,1180000
crawl space moisture,Informational,2400,10,9.40,0.74,0,0,0,14,,,,https://www.groundworks.com/resources/if-dirt-crawl-spaces-are-so-bad-why-do-homes-come-with-them/,6820000
crawl space mold,Informational,2400,12,9.07,0.61,0,0,0,25,,,,https://www.groundworks.com/resources/mold-in-the-crawl-space-is-my-health-at-risk/,5370000
crawl space mold cleaning,Informational,2400,7,5.66,0.75,0,0,0,19,,,,https://www.groundworks.com/resources/removing-crawl-space-mold/,4130000
crawl space mold encapsulation services,Informational,2400,24,0.00,0.00,0,0,0,48,,,,https://www.groundworks.com/service-areas/crawl-space-encapsulation-marlborough-ma/,0
crawl space remediation,Commercial,2400,26,18.71,0.68,0,0,0,23,,,,https://www.groundworks.com/solutions/crawl-space-repair/,1570000
crawlspaces,Informational,2400,58,10.07,0.26,0,0,0,12,,,,https://www.groundworks.com/solutions/crawl-space-repair/crawl-space-encapsulation/,3670000
dehumidifier repair,Informational,2400,24,5.02,0.02,0,0,0,76,,,,https://www.groundworks.com/,0
exterior waterproofing,Informational,2400,14,7.54,0.92,0,0,0,27,,,,https://www.groundworks.com/resources/interior-vs-exterior-waterproofing/,67800000
fix foundation crack,Informational,2400,12,12.14,0.54,0,0,0,22,,,,https://www.groundworks.com/resources/foundation-cracks-when-to-take-action/,195
fixing cracks in basement floor,Informational,2400,17,4.20,0.17,0,56,10,19,,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/everything-you-needed-and-wanted-to-know-about-basement-floor-cracks,https://crackx.com/best-methods-for-repairing-cracked-basement-floors-in-new-england-homes/,https://www.groundworks.com/solutions/foundation-repair/basement-floor-crack/,145
foundation jacks,"Commercial, Informational",2400,12,2.81,1.00,0,0,0,20,,,,https://www.groundworks.com/solutions/foundation-repair/crawl-space-supports/,0
foundation leveling near me,Transactional,2400,37,18.46,0.30,0,0,0,23,,,,https://www.groundworks.com/,0
foundation repair experts,Commercial,2400,44,17.83,0.09,0,0,0,2,,,,https://www.groundworks.com/solutions/foundation-repair/,0
foundation repair inspection,Commercial,2400,14,26.54,0.24,0,0,0,9,,,,https://www.groundworks.com/resources/foundation-inspection-benefits/,47600000
foundation repair specialist,Commercial,2400,18,17.54,0.06,0,0,0,15,,,,https://www.groundworks.com/service-areas/foundation-repair-fort-lauderdale-fl/,0
foundation replacement,Informational,2400,11,8.63,0.61,0,0,7,1,,,https://crackx.com/a-comprehensive-guide-to-foundation-replacement/,https://www.groundworks.com/resources/foundation-replacement-what-homeowners-should-know/,949000000
foundation systems of michigan,Navigational,2400,49,16.28,0.58,0,0,0,5,,,,https://www.groundworks.com/locations/foundation-systems-of-michigan/,140
frost heave,Informational,2400,50,1.24,0.00,0,0,20,89,,,https://crackx.com/frost-heave/,https://www.groundworks.com/resources/frost-heave-foundation-cracks/,1710000
get rid of ants in house,Informational,2400,36,0.94,0.99,0,0,0,69,,,,https://www.groundworks.com/resources/ants-in-the-house/,0
groundworks foundation repair,Navigational,2400,37,11.69,0.84,0,0,0,1,,,,https://www.groundworks.com/,521000
helical screw piles,Informational,2400,12,2.49,0.53,0,0,0,58,,,,https://www.groundworks.com/solutions/foundation-repair/helical-piers/,447000
horizontal crack in basement wall,Informational,2400,4,4.50,0.40,0,0,15,9,,,https://crackx.com/what-happens-if-you-dont-repair-basement-wall-cracks-right-away/,https://www.groundworks.com/resources/horizontal-cracks-in-drywall-and-foundation-walls-when-to-worry/,3730000
horizontal foundation crack repair,Informational,2400,7,6.83,0.89,0,0,0,47,,,,https://www.groundworks.com/resources/horizontal-versus-vertical-foundation-cracks-new-england/,7220000
horizontal hairline crack in wall,Informational,2400,15,2.09,0.19,0,0,0,95,,,,https://www.groundworks.com/resources/foundation-cracks-when-to-take-action/,1030000
house settling,Informational,2400,20,10.22,0.13,0,0,0,34,,,,https://www.groundworks.com/resources/how-much-is-too-much-home-settling/,70500000
how much is a home inspection in upper marlboro maryland,Informational,2400,0,0.00,0.00,0,0,0,97,,,,https://www.groundworks.com/service-areas/basement-waterproofing-upper-marlboro-md/,287000
how to epoxy garage floor,Informational,2400,26,1.24,0.79,0,0,41,0,,,https://crackx.com/epoxy-garage-floor-coating/,,16800000
how to fix cracks in concrete,Informational,2400,31,1.09,0.96,0,0,0,23,,,,https://www.groundworks.com/resources/how-to-repair-cracks-in-concrete/,142
how to waterproof a basement,Informational,2400,25,2.77,0.92,0,0,0,28,,,,https://www.groundworks.com/resources/basement-waterproofing-ultimate-guide/,0
humidity in house,Informational,2400,38,0.20,0.40,0,0,0,81,,,,https://www.groundworks.com/resources/how-humidity-affects-indoor-temperature/,279000000
leaking basement,Informational,2400,16,18.92,0.65,0,0,0,22,,,,https://www.groundworks.com/resources/how-to-stop-basement-wall-leaks-in-their-tracks/,38300000
leaky basement,Informational,2400,16,18.92,0.65,0,0,0,16,,,,https://www.groundworks.com/resources/how-to-stop-basement-wall-leaks-in-their-tracks/,0
most humid states,Informational,2400,40,0.00,0.00,0,0,0,20,,,,https://www.groundworks.com/resources/most-humid-cities-in-the-us/,67700000
musty basement smell,Informational,2400,24,1.57,1.00,0,0,0,45,,,,https://www.groundworks.com/solutions/basement-waterproofing/musty-basement/,1980000
pier and beam crawl space,Informational,2400,5,5.21,0.26,0,0,0,1,,,,https://www.groundworks.com/resources/pier-and-beam-vs-crawl-space-foundation/,183
rel. humidity,Informational,2400,54,0.32,0.00,0,0,0,27,,,,https://www.groundworks.com/glossary/relative-humidity/,133
residential foundation repair,Commercial,2400,37,24.61,0.35,0,0,0,8,,,,https://www.groundworks.com/service-areas/foundation-repair-greensboro-nc/,150
sagging floor repair near me,Transactional,2400,8,12.84,0.96,0,0,0,7,,,,https://www.groundworks.com/service-areas/crawl-space-repair-belmont-nc/,6630000
sealing basement walls,Informational,2400,21,2.96,1.00,0,0,61,39,,,https://crackx.com/waterproofing-basement-walls/,https://www.groundworks.com/resources/how-to-stop-basement-wall-leaks-in-their-tracks/,20000000
shoshana bush,"Informational, Transactional",2400,47,0.00,0.00,0,0,0,75,,,,https://www.groundworks.com/,0
standing water,Informational,2400,27,0.00,0.00,0,0,0,14,,,,https://www.groundworks.com/resources/how-should-you-deal-with-standing-water-under-the-house/,0
structural foundation repair,Informational,2400,6,12.69,0.86,0,0,0,15,,,,https://www.groundworks.com/resources/ultimate-guide-foundation-repair/,101000000
structural wall cracks,Informational,2400,10,5.48,0.34,0,0,13,75,,,https://crackx.com/identifying-structural-cracks/,https://www.groundworks.com/resources/repairing-concrete-foundation-wall-cracks-the-right-way/,20000000
sump pit,"Commercial, Informational",2400,7,1.80,0.78,0,0,0,17,,,,https://www.groundworks.com/resources/do-you-need-a-sump-pit-with-your-sump-pump/,0
underground us cities,Informational,2400,22,0.70,0.01,0,0,0,4,,,,https://www.groundworks.com/resources/u-s-cities-with-incredible-underground-tunnel-systems/,139000000
underpinned,Informational,2400,51,5.75,0.07,0,0,0,43,,,,https://www.groundworks.com/glossary/underpinning/,28700000
underpinning definition,Informational,2400,50,1.34,0.00,0,0,0,19,,,,https://www.groundworks.com/glossary/underpinning/,14700000
water proofing for basement,Informational,2400,29,14.01,0.49,0,0,0,19,,,,https://www.groundworks.com/resources/basement-waterproofing-ultimate-guide/,47800000
water proofing in basement,Informational,2400,36,15.25,0.36,0,0,0,45,,,,https://www.groundworks.com/resources/interior-vs-exterior-waterproofing/,0
water sealing basement,Informational,2400,29,8.68,0.27,0,0,0,18,,,,https://www.groundworks.com/resources/basement-waterproofing-ultimate-guide/,43700000
water seepage in basement,Informational,2400,18,11.85,0.50,0,0,59,21,,,https://crackx.com/water-seepage-through-basement/,https://www.groundworks.com/resources/9-practical-tips-to-stop-water-leakage-in-your-basement-after-rain/,1920000
waterproofing basement cost,Informational,2400,17,7.67,0.62,0,0,0,20,,,,https://www.groundworks.com/resources/how-much-does-basement-waterproofing-cost/,6380000
waterproofing basement floor,Informational,2400,22,3.23,1.00,0,0,0,22,,,,https://www.groundworks.com/resources/waterproofing-basement-floors/,0
weep hole,Informational,2400,16,1.25,0.06,0,0,0,38,,,,https://www.groundworks.com/glossary/weep-holes/,7440000
what is a bulkhead,Informational,2400,35,0.00,0.00,0,64,0,0,,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/everything-you-wanted-to-know-about-bulkheads-but-were-too-afraid-to-ask,,,17400000
what is water table,Informational,2400,22,0.19,0.00,0,0,0,25,,,,https://www.groundworks.com/glossary/high-water-table/,3420000000
what should be the humidity inside a house,Informational,2400,36,0.12,0.22,0,0,0,89,,,,https://www.groundworks.com/resources/how-humidity-affects-indoor-temperature/,155
afs foundation,Informational,1900,35,12.08,0.72,0,0,0,13,,,,https://www.groundworks.com/locations/afs-foundation-waterproofing-specialist/,0
average cost of foundation repair,"Commercial, Informational",1900,25,6.26,0.67,0,0,0,16,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,104000000
basement floor repair,Informational,1900,23,10.83,0.13,0,49,16,23,,https://www.a1foundationcrackrepair.com/,https://crackx.com/foundation-floor-crack-repair/,https://www.groundworks.com/solutions/foundation-repair/basement-floor-crack/,0
basement foundation,Informational,1900,19,9.00,0.20,0,0,0,68,,,,https://www.groundworks.com/glossary/poured-foundation-walls/,0
basement french drain system with cleanout wash out,Informational,1900,2,0.00,0.00,0,0,0,40,,,,https://www.groundworks.com/solutions/basement-waterproofing/interior-drainage/,968000
basement sealing cost,Informational,1900,31,7.67,0.62,0,0,0,18,,,,https://www.groundworks.com/resources/how-much-does-basement-waterproofing-cost/,21300000
basement wall cracks,"Commercial, Informational",1900,7,7.38,0.72,0,0,0,47,,,,https://www.groundworks.com/resources/foundation-cracks-when-to-take-action/,13500000
basement waterproofing companies near me,Transactional,1900,34,16.30,0.19,0,0,0,95,,,,https://www.groundworks.com/solutions/basement-waterproofing/,20100000
basement waterproofing company,Commercial,1900,63,18.62,0.24,0,0,0,29,,,,https://www.groundworks.com/service-areas/basement-waterproofing-oklahoma-city-ok/,6090000
basements,Informational,1900,28,8.22,0.04,0,0,0,5,,,,https://www.groundworks.com/glossary/everything-you-need-to-know-about-basements/,122
basementy manchester road,Informational,1900,27,0.00,0.00,0,0,0,92,,,,https://www.groundworks.com/service-areas/basement-waterproofing-manchester-nh/,7190000
